EventID|Time|Latitude|Longitude|Depth/km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName|EventType|Hora|geometry
usp2022wswj|2022-11-20 09:32:20.837738|-11.346648|-40.310631|0.0|JROBERTO||USP|usp2022wswj|mR|1.73655989|jroberto|Rg. de Jacobina/BA|earthquake|9|POINT (-40.310631 -11.346648)
usp2022vofr|2022-11-03 15:01:35.062968|-10.883874|-39.328266|0.0|JROBERTO||USP|usp2022vofr|mR|2.307583879|jroberto|Nordestina/BA|earthquake|15|POINT (-39.328266 -10.883874)
usp2022vezh|2022-10-29 13:34:43.143741|-16.198879|-55.93071|0.0|JROBERTO||USP|usp2022vezh|mR|2.941507953|jroberto|Barao de Melgaco/MT|earthquake|13|POINT (-55.93071 -16.198879)
usp2022uhhk|2022-10-16 14:24:20.344770|-5.401071|-36.172024|0.0|JROBERTO||USP|usp2022uhhk|mR|2.136962472|jroberto|Jandaíra/RN|earthquake|14|POINT (-36.172024 -5.401071)
usp2022uaar|2022-10-12 15:03:29.840176|-5.058774|-40.891598|0.0|JROBERTO||USP|usp2022uaar|mR|2.11746579|jroberto|Ipaporanga/CE|earthquake|15|POINT (-40.891598 -5.058774)
usp2022tsyl|2022-10-08 17:58:51.542540|-11.307533|-40.454075|0.0|JROBERTO||USP|usp2022tsyl|mR|2.292806549|jroberto|Jacobina/BA|earthquake|17|POINT (-40.454075 -11.307533)
usp2022taxx|2022-09-28 21:15:37.724052|-25.821674|-56.976532|0.0|BRUNO||USP|usp2022taxx|mR|3.234300271|bruno|Paraguay|earthquake|21|POINT (-56.976532 -25.821674)
usp2022syka|2022-09-27 11:58:39.284173|-30.771282|-51.831879|0.0|JROBERTO||USP|usp2022syka|mR|2.05185955|jroberto|Camaqua/RS|earthquake|11|POINT (-51.831879 -30.771282)
usp2022rxox|2022-09-12 19:45:39.088413|-8.537892|-37.083721|0.0|JROBERTO||USP|usp2022rxox|mR|2.002324087|jroberto|Buique/PE|earthquake|19|POINT (-37.083721 -8.537892)
usp2022rxoh|2022-09-12 19:27:13.473148|-3.771616|-40.635029|0.0|JROBERTO||USP|usp2022rxoh|mR|2.146949843|jroberto|Mucambo/CE|earthquake|19|POINT (-40.635029 -3.771616)
usp2022piqb|2022-08-07 04:14:26.573980|-18.220245|-41.558414|0.0|JROBERTO||USP|usp2022piqb|mR|1.869667911|jroberto|Pescador/MG|earthquake|4|POINT (-41.558414 -18.220245)
usp2022pgdq|2022-08-05 19:41:48.797432|-9.613079|-36.761341|0.0|JROBERTO||USP|usp2022pgdq|mR|1.469081835|jroberto|Craibas/AL|earthquake|19|POINT (-36.761341 -9.613079)
usp2022oxoo|2022-08-01 02:59:33.139439|-5.335421|-35.099442|0.0|JROBERTO||USP|usp2022oxoo|mR|2.126864311|jroberto|Plataforma Continental/RN|earthquake|2|POINT (-35.099442 -5.335421)
usp2022owyy|2022-07-31 19:05:29.227835|-5.400232|-35.195305|0.0|JROBERTO||USP|usp2022owyy|mR|3.711109605|jroberto|Plat.Cont./Maxaranguape/RN|earthquake|19|POINT (-35.195305 -5.400232)
usp2022ovug|2022-07-31 03:34:46.538653|-5.280205|-35.29248|0.0|JROBERTO||USP|usp2022ovug|mR|2.43461357|jroberto|Plataf. Cont. em frente a Rio do Fogo/RN|earthquake|3|POINT (-35.29248 -5.280205)
usp2022nzpy|2022-07-19 00:25:20.224772|-25.360458|-43.117634|0.0|JROBERTO||USP|usp2022nzpy|mR|3.179603569|jroberto|Margem Continental/PR|earthquake|0|POINT (-43.117634 -25.360458)
usp2022ntxb|2022-07-15 21:12:26.770568|-24.6605|-48.171143|0.0|JROBERTO||USP|usp2022ntxb|mR|2.29660456|jroberto|Cajati/SP|earthquake|21|POINT (-48.171143 -24.6605)
usp2022ngyy|2022-07-08 19:22:26.484562|-3.895869|-40.2327|0.0|JROBERTO||USP|usp2022ngyy|MLv|2.147988739|jroberto|Forquilha/CE|earthquake|19|POINT (-40.2327 -3.895869)
usp2022ndxn|2022-07-07 03:15:45.483055|-11.350881|-40.404514|0.0|JROBERTO||USP|usp2022ndxn|mR|1.857425817|jroberto|Jacobina/BA|earthquake|3|POINT (-40.404514 -11.350881)
usp2022msas|2022-06-30 15:13:44.794087|-10.912826|-39.258221|0.0|JROBERTO||USP|usp2022msas|mR|2.419355214|jroberto|Quijingue/BA|earthquake|15|POINT (-39.258221 -10.912826)
usp2022mnui|2022-06-28 07:28:33.649999|-19.361667|-44.047333|0.0|MASSUMPCAO||USP|usp2022mnui|mR|2.199230374|marcelo|Funilandia/MG|earthquake|7|POINT (-44.047333 -19.361667)
usp2022mnmj|2022-06-28 03:27:12.673203|-0.346252|-50.41|0.0|JROBERTO||USP|usp2022mnmj|mR|3.359446853|jroberto|Afua/PA|earthquake|3|POINT (-50.41 -0.346252)
usp2022mmal|2022-06-27 08:16:38.566319|-19.502638|-44.227669|0.0|JROBERTO||USP|usp2022mmal|mR|2.534587416|jroberto|Sete Lagoas/MG|earthquake|8|POINT (-44.227669 -19.502638)
usp2022mlmh|2022-06-27 01:08:19.913637|-19.488216|-44.24596|0.0|JROBERTO||USP|usp2022mlmh|mR|2.039400181|jroberto|Sete Lagoas/MG|earthquake|1|POINT (-44.24596 -19.488216)
usp2022mfxp|2022-06-24 00:00:38.212624|-13.327584|-65.610512|0.0|JROBERTO||USP|usp2022mfxp|mR|3.2666117|jroberto|Northern Bolivia|earthquake|0|POINT (-65.610512 -13.327584)
usp2022mevo|2022-06-23 09:52:22.041948|-9.831825|-39.491852|0.0|JROBERTO||USP|usp2022mevo|mR|1.916270254|jroberto|Uaua/BA|earthquake|9|POINT (-39.491852 -9.831825)
usp2022mern|2022-06-23 07:49:18.182201|-12.585027|-69.486023|10.0|JROBERTO||USP|usp2022mern|mb|4.576269295|jroberto|Central Peru|earthquake|7|POINT (-69.486023 -12.585027)
usp2022lwxq|2022-06-19 01:49:26.975155|-11.551578|-70.838142|10.0|JROBERTO||USP|usp2022lwxq|mb|4.126632566|jroberto|Peru-Brazil Border Region|earthquake|1|POINT (-70.838142 -11.551578)
usp2022lufo|2022-06-17 14:24:45.867120|-20.083904|-43.952152|0.0|JROBERTO||USP|usp2022lufo|mR|2.263224495|jroberto|Ibirite/MG|earthquake|14|POINT (-43.952152 -20.083904)
usp2022lrtp|2022-06-16 06:06:26.681833|-18.958403|-44.733246|0.0|CLEUSA||USP|usp2022lrtp|mR|1.900939788|cleusa|Felixlandia/MG|earthquake|6|POINT (-44.733246 -18.958403)
usp2022lqen|2022-06-15 09:21:05.723134|-18.834015|-44.742237|0.0|JROBERTO||USP|usp2022lqen|mR|3.0180176|jroberto|Felixlandia/MG|earthquake|9|POINT (-44.742237 -18.834015)
usp2022leqx|2022-06-09 01:58:30.842818|-20.181047|-44.755436|0.0|JROBERTO||USP|usp2022leqx|mR|1.63485618|jroberto|Carmo do Cajuru/MG|earthquake|1|POINT (-44.755436 -20.181047)
usp2022lcvf|2022-06-08 01:53:28.513427|-9.150367|-71.270164|611.7136841|CLEUSA||USP|usp2022lcvf|mb|5.078307034|cleusa|Peru-Brazil Border Region|earthquake|1|POINT (-71.270164 -9.150367)
usp2022kvmo|2022-06-04 01:33:49.920474|-13.498125|-49.542301|0.0|JROBERTO||USP|usp2022kvmo|mR|2.889050793|jroberto|Novo Planalto/GO|earthquake|1|POINT (-49.542301 -13.498125)
usp2022kmjo|2022-05-30 01:48:39.953610|-19.485212|-44.265572|0.0|JROBERTO||USP|usp2022kmjo|mR|1.604364345|jroberto|Sete Lagoas/MG|earthquake|1|POINT (-44.265572 -19.485212)
usp2022klzd|2022-05-29 20:33:42.853358|-19.475067|-44.260948|0.0|JROBERTO||USP|usp2022klzd|mR|2.207594967|jroberto|Sete Lagoas/MG|earthquake|20|POINT (-44.260948 -19.475067)
usp2022kgsg|2022-05-26 23:23:37.649999|-14.525833|-59.675833|0.0|MASSUMPCAO||USP|usp2022kgsg|mR|2.240001892|marcelo|Nova Lacerda/MT|earthquake|23|POINT (-59.675833 -14.525833)
usp2022kavd|2022-05-23 18:02:16.328447|-10.680104|-39.465973|0.0|JROBERTO||USP|usp2022kavd|mR|2.051073925|jroberto|Cansancao/BA|earthquake|18|POINT (-39.465973 -10.680104)
usp2022jzyj|2022-05-23 06:31:43.000000|-20.9644|-48.6512|0.0|JROBERTO||USP|usp2022jzyj|MLv|0.8231477067|jroberto|MonteA.Paulista/rg.zona rural|earthquake|6|POINT (-48.6512 -20.9644)
usp2022jzxz|2022-05-23 06:20:19.953532|-20.95183|-48.652573|0.0|JROBERTO||USP|usp2022jzxz|mR|1.756163311|jroberto|MonteA.Paulista/rg.zona rural|earthquake|6|POINT (-48.652573 -20.95183)
usp2022jqwm|2022-05-18 07:20:49.767573|-16.449049|-59.199711|0.0|JROBERTO||USP|usp2022jqwm|mR|2.789807146|jroberto|Central Bolivia|earthquake|7|POINT (-59.199711 -16.449049)
usp2022jmvl|2022-05-16 02:17:37.761336|-19.498138|-44.251331|0.0|JROBERTO||USP|usp2022jmvl|mR|2.07294043|jroberto|Sete Lagoas/MG|earthquake|2|POINT (-44.251331 -19.498138)
usp2022jmbp|2022-05-15 16:15:25.579060|-3.164011|-38.380054|0.0|JROBERTO||USP|usp2022jmbp|mR|1.610667917|jroberto|Plataforma Continental/CE|earthquake|16|POINT (-38.380054 -3.164011)
usp2022jksh|2022-05-14 22:27:29.142068|-8.472563|-71.406548|584.8726807|JROBERTO||USP|usp2022jksh|mb|4.442994758|jroberto|Western/Brasil//SW-Taruacá|earthquake|22|POINT (-71.406548 -8.472563)
usp2022jhmo|2022-05-13 04:07:05.097632|-21.867029|-42.89595|0.0|JROBERTO||USP|usp2022jhmo|mR|2.11089535|jroberto|Senador Cortes/MG|earthquake|4|POINT (-42.89595 -21.867029)
usp2022jaow|2022-05-09 09:20:19.598441|-3.133362|-39.281387|0.0|JROBERTO||USP|usp2022jaow|MLv|1.675166194|jroberto|Margem Continental/CE|earthquake|9|POINT (-39.281387 -3.133362)
usp2022infq|2022-05-02 01:54:16.000000|-20.9662|-48.65|0.0|JROBERTO||USP|usp2022infq|MLv|1.169431746|jroberto|MonteA.Paulista/rg.zona rural|earthquake|1|POINT (-48.65 -20.9662)
usp2022iicu|2022-04-29 06:46:34.032879|-13.774546|-61.312283|0.0|JROBERTO||USP|usp2022iicu|mR|2.095564659|jroberto|Bolivia-Brazil Brdr Rg|earthquake|6|POINT (-61.312283 -13.774546)
usp2022icph|2022-04-26 06:17:20.768265|-20.967913|-48.652138|0.0|JROBERTO||USP|usp2022icph|mR|2.08236672|jroberto|MonteA.Paulista/rg.zona rural|earthquake|6|POINT (-48.652138 -20.967913)
usp2022hirr|2022-04-15 08:45:57.941941|-13.776484|-49.116817|0.0|CLEUSA||USP|usp2022hirr|mR|3.667657504|cleusa|Estrela do Norte/GO|earthquake|8|POINT (-49.116817 -13.776484)
usp2022hgwt|2022-04-14 09:03:20.003929|-10.144916|-39.659634|0.0|JROBERTO||USP|usp2022hgwt|mR|2.318463461|jroberto|Região de Uauá/BA|earthquake|9|POINT (-39.659634 -10.144916)
usp2022hede|2022-04-12 20:53:33.739105|-20.336525|-56.204895|0.0|JROBERTO||USP|usp2022hede|mR|1.972092333|jroberto|Miranda/MS|earthquake|20|POINT (-56.204895 -20.336525)
usp2022gzlu|2022-04-10 07:33:51.903409|-20.951511|-48.62254|0.0|JROBERTO||USP|usp2022gzlu|mR|2.063513291|jroberto|MonteA.Paulista/rg.zona rural|earthquake|7|POINT (-48.62254 -20.951511)
usp2022gvat|2022-04-07 21:26:25.855971|-20.93956|-48.623089|0.0|JROBERTO||USP|usp2022gvat|MLv|1.416977432|jroberto|MonteA.Paulista/rg.zona rural|earthquake|21|POINT (-48.623089 -20.93956)
usp2022gucd|2022-04-07 09:00:19.011491|-20.952742|-48.620872|0.0|JROBERTO||USP|usp2022gucd|mR|2.332101858|jroberto|MonteA.Paulista/rg.zona rural|earthquake|9|POINT (-48.620872 -20.952742)
usp2022gpfd|2022-04-04 16:50:44.113677|-27.206814|-51.387535|0.0|JROBERTO||USP|usp2022gpfd|mR|1.829454977|jroberto|Reg. de Joaçaba/SC|earthquake|16|POINT (-51.387535 -27.206814)
usp2022gpbs|2022-04-04 15:07:42.000000|-3.3116|-40.0374|0.0|JROBERTO||USP|usp2022gpbs|MLv|0.2756655954|jroberto|Morrinhos/CE|earthquake|15|POINT (-40.0374 -3.3116)
usp2022goqa|2022-04-04 09:12:48.302446|-6.576153|-71.182312|10.0|JROBERTO||USP|usp2022goqa|mb|4.100559897|jroberto|Rg. de Eirunepe/AM|earthquake|9|POINT (-71.182312 -6.576153)
usp2022gkox|2022-04-02 04:06:31.000000|-20.9706|-48.5999|0.0|JROBERTO||USP|usp2022gkox|MLv|1.261666035|jroberto|Monte Azul Paulista/SP|earthquake|4|POINT (-48.5999 -20.9706)
usp2022gjzs|2022-04-01 20:25:19.018748|-19.573261|-43.417858|0.0|JROBERTO||USP|usp2022gjzs|mR|2.915901849|jroberto|Bom Jesus do Amparo/MG|earthquake|20|POINT (-43.417858 -19.573261)
usp2022gfgl|2022-03-30 06:08:48.260050|-23.764496|-51.047379|0.0|JROBERTO||USP|usp2022gfgl|mR|2.586872792|jroberto|Tamarana/PR|earthquake|6|POINT (-51.047379 -23.764496)
usp2022fxtn|2022-03-26 03:40:39.830327|-21.089363|-48.678867|0.0|CLEUSA||USP|usp2022fxtn|mR|2.457976171|cleusa|Pirangi/SP|earthquake|3|POINT (-48.678867 -21.089363)
usp2022fuwj|2022-03-24 13:41:42.703973|-20.976833|-48.60149|0.0|JROBERTO||USP|usp2022fuwj|mR|2.082010178|jroberto|MonteA.Paulista/rg.zona rural|earthquake|13|POINT (-48.60149 -20.976833)
usp2022futy|2022-03-24 12:28:55.100868|-28.964573|-50.880924|0.0|BRUNO||USP|usp2022futy|mR|2.271233805|bruno|Sao Marcos/RS|earthquake|12|POINT (-50.880924 -28.964573)
usp2022frsp|2022-03-22 20:23:41.525948|-14.786591|-49.29995|0.0|JROBERTO||USP|usp2022frsp|mR|2.364117448|jroberto|Sao Luiz do Norte/GO|earthquake|20|POINT (-49.29995 -14.786591)
usp2022fquj|2022-03-22 08:08:25.086746|-22.761124|-44.258808|0.0|JROBERTO||USP|usp2022fquj|mR|2.885257668|jroberto|Arapei/SP|earthquake|8|POINT (-44.258808 -22.761124)
usp2022folv|2022-03-21 01:33:58.056917|-19.826311|-57.310291|0.0|JROBERTO||USP|usp2022folv|mR|2.290257159|jroberto|Ladario/MS|earthquake|1|POINT (-57.310291 -19.826311)
usp2022fnhp|2022-03-20 10:17:22.521770|-4.177233|-39.309788|0.0|JROBERTO||USP|usp2022fnhp|mR|2.344440956|jroberto|Paramoti/CE|earthquake|10|POINT (-39.309788 -4.177233)
usp2022fiom|2022-03-17 20:05:26.571446|-4.038029|-38.767353|0.0|JROBERTO||USP|usp2022fiom|mR|1.975457174|jroberto|Guaiuba/CE|earthquake|20|POINT (-38.767353 -4.038029)
usp2022fiis|2022-03-17 17:09:49.747205|-18.80999|-44.815727|0.0|JROBERTO||USP|usp2022fiis|mR|2.539301126|jroberto|Felixlandia/MG|earthquake|17|POINT (-44.815727 -18.80999)
usp2022fgyj|2022-03-16 22:47:51.885732|-21.08604|-48.687805|0.0|CLEUSA||USP|usp2022fgyj|mR|2.128880536|cleusa|Pirangi/SP|earthquake|22|POINT (-48.687805 -21.08604)
usp2022ejya|2022-03-04 08:29:40.481333|-11.271866|-40.399811|0.0|JROBERTO||USP|usp2022ejya|mR|2.513328174|jroberto|Jacobina/BA|earthquake|8|POINT (-40.399811 -11.271866)
usp2022dreg|2022-02-22 02:03:37.703311|-13.580195|-50.172825|0.0|JROBERTO||USP|usp2022dreg|mR|2.806864743|jroberto|Nova Crixas/GO|earthquake|2|POINT (-50.172825 -13.580195)
usp2022donc|2022-02-20 15:07:35.563860|-20.327616|-47.65731|0.0|JROBERTO||USP|usp2022donc|mR|2.137482639|jroberto|Jeriquara/SP|earthquake|15|POINT (-47.65731 -20.327616)
usp2022dnzv|2022-02-20 08:25:20.600837|-10.460856|-50.279156|0.0|JROBERTO||USP|usp2022dnzv|mR|3.237133099|jroberto|Santa Terezinha/MT|earthquake|8|POINT (-50.279156 -10.460856)
usp2022dnkh|2022-02-20 00:33:57.762624|-4.57088|-39.384262|0.0|JROBERTO||USP|usp2022dnkh|mR|2.336787284|jroberto|Caninde/CE|earthquake|0|POINT (-39.384262 -4.57088)
usp2022dlxx|2022-02-19 05:09:15.478757|-9.842134|-39.861755|0.0|JROBERTO||USP|usp2022dlxx|mR|2.29625087|jroberto|Uaua/BA|earthquake|5|POINT (-39.861755 -9.842134)
usp2022dlxm|2022-02-19 04:58:14.898957|-20.129194|-44.832226|0.0|JROBERTO||USP|usp2022dlxm|mR|2.116534392|jroberto|Divinopolis/MG|earthquake|4|POINT (-44.832226 -20.129194)
usp2022csmd|2022-02-08 13:38:41.865797|-4.528363|-39.298035|0.0|JROBERTO||USP|usp2022csmd|mR|1.962336828|jroberto|Caninde/CE|earthquake|13|POINT (-39.298035 -4.528363)
usp2022cdio|2022-01-31 06:48:08.902839|-11.244828|-73.311455|10.0|JROBERTO||USP|usp2022cdio|mb|3.525695834|jroberto|Central Peru|earthquake|6|POINT (-73.311455 -11.244828)
usp2022ccmz|2022-01-30 19:53:44.766011|-11.153795|-40.533657|0.0|JROBERTO||USP|usp2022ccmz|mR|2.340693032|jroberto|Jacobina/BA|earthquake|19|POINT (-40.533657 -11.153795)
usp2022bxuj|2022-01-28 05:57:38.446757|-21.489124|-46.816528|0.0|JROBERTO||USP|usp2022bxuj|mR|1.991059788|jroberto|Tapiratiba/SP|earthquake|5|POINT (-46.816528 -21.489124)
usp2022bvtw|2022-01-27 03:25:26.149932|-20.142084|-44.836548|0.0|MBIANCHI||USP|usp2022bvtw|mR|2.361907132|mbianchi|Divinopolis/MG|earthquake|3|POINT (-44.836548 -20.142084)
usp2022bonk|2022-01-23 04:12:30.159907|-13.982571|-70.669601|10.0|JROBERTO||USP|usp2022bonk|mb|3.74031933|jroberto|Central Peru|earthquake|4|POINT (-70.669601 -13.982571)
usp2022blzw|2022-01-21 19:05:49.767393|-5.487469|-36.17852|0.0|JROBERTO||USP|usp2022blzw|MLv|1.311046307|jroberto|Laje/RN|earthquake|19|POINT (-36.17852 -5.487469)
usp2022bhyp|2022-01-19 13:54:40.970412|-20.121349|-44.810909|0.0|JROBERTO||USP|usp2022bhyp|mR|2.483168197|jroberto|Carmo do Cajuru/MG|earthquake|13|POINT (-44.810909 -20.121349)
usp2022bhib|2022-01-19 05:34:00.348711|-20.124794|-44.849403|0.0|BRUNO||USP|usp2022bhib|MLv|2.137762321|bruno|Divinopolis/MG|earthquake|5|POINT (-44.849403 -20.124794)
usp2022bhfe|2022-01-19 04:06:02.221082|-20.126671|-44.830952|0.0|BRUNO||USP|usp2022bhfe|mR|1.980140187|bruno|Divinopolis/MG|earthquake|4|POINT (-44.830952 -20.126671)
usp2022bgyg|2022-01-19 00:36:41.519288|-20.148785|-44.818256|0.0|BRUNO||USP|usp2022bgyg|mR|2.374311772|bruno|Divinopolis/MG|earthquake|0|POINT (-44.818256 -20.148785)
usp2022bgqc|2022-01-18 20:29:26.637261|-20.129484|-44.816616|0.0|BRUNO||USP|usp2022bgqc|mR|2.238741481|bruno|Divinopolis/MG|earthquake|20|POINT (-44.816616 -20.129484)
usp2022bfzj|2022-01-18 12:02:15.419520|-20.133295|-44.827099|0.0|BRUNO||USP|usp2022bfzj|mR|2.866851627|bruno|Divinopolis/MG|earthquake|12|POINT (-44.827099 -20.133295)
usp2022bahz|2022-01-15 09:34:22.845039|-20.128323|-44.838623|0.0|JROBERTO||USP|usp2022bahz|mR|1.823997844|jroberto|Divinopolis/MG|earthquake|9|POINT (-44.838623 -20.128323)
usp2022babz|2022-01-15 06:32:06.921709|-21.089451|-48.676159|0.0|JROBERTO||USP|usp2022babz|mR|2.033963173|jroberto|Pirangi/SP|earthquake|6|POINT (-48.676159 -21.089451)
usp2022axzq|2022-01-14 03:04:57.946196|-20.124104|-44.833473|0.0|JROBERTO||USP|usp2022axzq|mR|1.563707501|jroberto|Divinopolis/MG|earthquake|3|POINT (-44.833473 -20.124104)
usp2022axis|2022-01-13 18:32:07.841197|-20.13229|-44.830967|0.0|BRUNO||USP|usp2022axis|mR|2.853027231|bruno|Divinopolis/MG|earthquake|18|POINT (-44.830967 -20.13229)
usp2022asfm|2022-01-10 23:13:36.609999|-20.1245|-44.827333|0.0|MASSUMPCAO||USP|usp2022asfm|mR|2.953033996|marcelo|Divinopolis/MG|earthquake|23|POINT (-44.827333 -20.1245)
usp2021zqfz|2021-12-31 15:35:29.656868|-8.179419|-74.459503|160.5948792|JROBERTO||USP|usp2021zqfz|mb|4.406735228|jroberto|Peru-Brazil Border Region|earthquake|15|POINT (-74.459503 -8.179419)
usp2021zdmr|2021-12-24 16:12:03.204017|-11.589556|-56.790256|0.0|JROBERTO||USP|usp2021zdmr|MLv|2.049059078|jroberto|Novo Horizonte do Norte/MT|earthquake|16|POINT (-56.790256 -11.589556)
usp2021yzbb|2021-12-22 05:48:11.796643|-5.926997|-40.214718|0.0|JROBERTO||USP|usp2021yzbb|mR|1.708179317|jroberto|Taua/CE|earthquake|5|POINT (-40.214718 -5.926997)
usp2021ydxv|2021-12-10 16:18:56.443745|-20.345526|-49.125217|0.0|JROBERTO||USP|usp2021ydxv|mR|2.661958879|jroberto|Icem/SP|earthquake|16|POINT (-49.125217 -20.345526)
usp2021wfwp|2021-11-13 06:53:14.642686|-12.653749|-37.303001|0.0|JROBERTO||USP|usp2021wfwp|mR|2.149268633|jroberto|Plataforma Continental/BA|earthquake|6|POINT (-37.303001 -12.653749)
usp2021vpcf|2021-11-04 02:24:12.620057|1.807271|-61.373005|0.0|JROBERTO||USP|usp2021vpcf|mR|3.84304627|jroberto|Caracarai/RR|earthquake|2|POINT (-61.373005 1.807271)
usp2021vhyv|2021-10-31 04:45:15.885526|-11.81581|-71.798248|23.0|JROBERTO||USP|usp2021vhyv|mb|4.193533873|jroberto|Central Peru|earthquake|4|POINT (-71.798248 -11.81581)
usp2021uvpq|2021-10-24 10:28:45.643007|-11.559778|-72.027962|10.0|JROBERTO||USP|usp2021uvpq|mb|4.142319246|jroberto|Central Peru|earthquake|10|POINT (-72.027962 -11.559778)
usp2021upqu|2021-10-21 04:14:24.770589|-13.009818|-57.814255|0.0|JROBERTO||USP|usp2021upqu|mR|2.155868169|jroberto|Campo Novo do Parecis/MT|earthquake|4|POINT (-57.814255 -13.009818)
usp2021tvgo|2021-10-10 00:20:40.884727|-11.776916|-71.671471|13.83547211|MASSUMPCAO||USP|usp2021tvgo|mb|5.885735997|marcelo|Central Peru|earthquake|0|POINT (-71.671471 -11.776916)
usp2021thpi|2021-10-02 12:52:33.732708|-9.568885|-71.198372|596.0|CLEUSA||USP|usp2021thpi|mb|5.64653914|cleusa|Peru-Brazil Border Region|earthquake|12|POINT (-71.198372 -9.568885)
usp2021tfna|2021-10-01 09:26:37.893186|-11.134224|-40.611954|0.0|JROBERTO||USP|usp2021tfna|mR|2.45276747|jroberto|Jacobina/BA|earthquake|9|POINT (-40.611954 -11.134224)
usp2021skgp|2021-09-19 18:20:11.820000|-7.561667|-49.780333|0.0|MASSUMPCAO||USP|usp2021skgp|mR|3.371433908|marcelo|Floresta do Araguaia/PA|earthquake|18|POINT (-49.780333 -7.561667)
usp2021sezy|2021-09-16 21:17:53.988422|-12.420902|-57.146252|0.0|JROBERTO||USP|usp2021sezy|mR|2.485321016|jroberto|Nova Maringa/MT|earthquake|21|POINT (-57.146252 -12.420902)
usp2021rsfq|2021-09-09 21:23:45.746011|-8.500831|-35.903614|0.0|JROBERTO||USP|usp2021rsfq|mR|2.433034285|jroberto|Agrestina/PE|earthquake|21|POINT (-35.903614 -8.500831)
usp2021rmhc|2021-09-06 15:19:04.329032|-10.831448|-37.390057|0.0|JROBERTO||USP|usp2021rmhc|mR|2.052231147|jroberto|Areia Branca/SE|earthquake|15|POINT (-37.390057 -10.831448)
usp2021rdoy|2021-09-01 21:03:53.167207|-15.432372|-59.324547|0.0|JROBERTO||USP|usp2021rdoy|mR|2.904772982|jroberto|Pontes e Lacerda/MT|earthquake|21|POINT (-59.324547 -15.432372)
usp2021qyjy|2021-08-30 00:52:13.192454|-10.423483|-37.322006|0.0|JROBERTO||USP|usp2021qyjy|mR|1.825776193|jroberto|Sao Miguel do Aleixo/SE|earthquake|0|POINT (-37.322006 -10.423483)
usp2021qsil|2021-08-26 17:16:48.296599|-3.093663|-39.286381|0.0|JROBERTO||USP|usp2021qsil|mR|2.606699886|jroberto|Trairi/CE|earthquake|17|POINT (-39.286381 -3.093663)
usp2021qjwt|2021-08-22 02:17:51.987709|-8.358491|-70.257347|0.0|JROBERTO||USP|usp2021qjwt|mb|4.204113847|jroberto|Feijó/AC|earthquake|2|POINT (-70.257347 -8.358491)
usp2021qdqj|2021-08-18 16:14:55.746935|-9.996621|-39.842651|0.0|JROBERTO||USP|usp2021qdqj|mR|2.46290213|jroberto|Jaguarari/BA|earthquake|16|POINT (-39.842651 -9.996621)
usp2021qatf|2021-08-17 02:16:53.870632|-16.379818|-40.537823|0.0|JROBERTO||USP|usp2021qatf|mR|2.601429645|jroberto|Rubim/MG|earthquake|2|POINT (-40.537823 -16.379818)
usp2021pqtn|2021-08-11 15:04:00.425391|-2.757634|-39.573074|0.0|JROBERTO||USP|usp2021pqtn|MLv|1.873819831|jroberto|Margem Cont.Itarema/CE|earthquake|15|POINT (-39.573074 -2.757634)
usp2021pqan|2021-08-11 05:28:12.248709|-4.876914|-35.004879|0.0|JROBERTO||USP|usp2021pqan|mR|2.172264029|jroberto|Plataf.Cont./frenteaRiodoFogo/RN|earthquake|5|POINT (-35.004879 -4.876914)
usp2021pgao|2021-08-05 18:07:40.477336|-7.09544|-38.638767|0.0|JROBERTO||USP|usp2021pgao|mR|1.683318142|jroberto|Barro/PB|earthquake|18|POINT (-38.638767 -7.09544)
usp2021omcf|2021-07-25 20:15:20.822079|-5.048373|-35.274498|0.0|JROBERTO||USP|usp2021omcf|mR|2.283941946|jroberto|Plataf. Cont. em frente/RN|earthquake|20|POINT (-35.274498 -5.048373)
usp2021olya|2021-07-25 18:07:34.179070|-5.072873|-35.26376|0.0|JROBERTO||USP|usp2021olya|mR|2.26443393|jroberto|Rio do Fogo/RN|earthquake|18|POINT (-35.26376 -5.072873)
usp2021oltl|2021-07-25 15:49:32.834542|-5.107294|-35.239628|0.0|JROBERTO||USP|usp2021oltl|mR|2.410130353|jroberto|Plataf. Cont. em frente/RN|earthquake|15|POINT (-35.239628 -5.107294)
usp2021okxy|2021-07-25 04:57:45.703732|-5.118432|-35.214466|0.0|JROBERTO||USP|usp2021okxy|mR|2.749114061|jroberto|Plataf. Cont. em frente/RN|earthquake|4|POINT (-35.214466 -5.118432)
usp2021okvv|2021-07-25 03:53:22.196199|-5.102195|-35.233944|0.0|JROBERTO||USP|usp2021okvv|mR|2.035766839|jroberto|Plataf. Cont. em frente/RN|earthquake|3|POINT (-35.233944 -5.102195)
usp2021okuh|2021-07-25 03:06:32.166376|-5.193345|-35.234444|0.0|JROBERTO||USP|usp2021okuh|mR|3.112267917|jroberto|Rio do Fogo/RN|earthquake|3|POINT (-35.234444 -5.193345)
usp2021ninz|2021-07-09 16:07:01.325955|-12.733926|-73.697517|60.0|CLEUSA||USP|usp2021ninz|mb|4.883759016|cleusa|Central Peru|earthquake|16|POINT (-73.697517 -12.733926)
