EventID;Time;Longitude;Latitude;depth;magnitude;magnitudet;region;author;mode
"usp2020xzpg";2020-12-07T07:25:50.354Z;-57.886;-14.437;0.0;2.1;"mR";"Tangara da Serra/MT";"jroberto";M
"usp2020xuce";2020-12-04T07:08:23.826Z;-44.639;-2.932;0.0;3.7;"mR";"Cajapio/MA";"jroberto";M
"usp2020xrow";2020-12-02T22:08:30.497Z;-47.739;-21.337;0.0;2.3;"mR";"Cravinhos/SP";"jroberto";M
"usp2020xpbu";2020-12-01T13:15:34.829Z;-42.302;-21.212;0.0;2.4;"mR";"Barao de Monte Alto/MG";"jroberto";M
"usp2020xlpj";2020-11-29T15:35:16.428Z;-40.108;-10.001;0.0;2.5;"mR";"Jaguarari/BA";"jroberto";M
"usp2020xkvm";2020-11-29T05:31:41.063Z;-48.388;-21.358;0.0;2.2;"mR";"Santa Ernestina/SP";"jroberto";M
"usp2020xeta";2020-11-25T21:28:12.087Z;-55.122;-14.598;0.0;2.5;"mR";"Planalto da Serra/MT";"jroberto";M
"usp2020wzvp";2020-11-23T05:06:04.538Z;-40.523;-16.488;0.0;2.2;"mR";"Rubim/MG";"jroberto";M
"usp2020wvka";2020-11-20T18:41:59.526Z;-55.648;-10.266;0.0;2.8;"mR";"Nova Guarita/MT";"jroberto";M
"usp2020wvid";2020-11-20T17:44:48.758Z;-35.970;-8.278;0.0;1.8;"mR";"Caruaru/PE";"jroberto";M
"usp2020wueq";2020-11-20T02:50:57.138Z;-48.647;-10.527;0.0;2.2;"mR";"Pugmil/TO";"jroberto";M
"usp2020wpfq";2020-11-17T09:40:56.890Z;-35.975;-8.255;0.0;2.0;"mR";"Caruaru/PE";"jroberto";M
"usp2020wgby";2020-11-12T09:35:30.519Z;-35.965;-8.266;0.0;1.9;"mR";"Caruaru/PE";"jroberto";M
"usp2020vxli";2020-11-07T16:06:32.233Z;-51.935;-29.377;0.0;1.9;"mR";"Arroio do Meio/RS";"jroberto";M
"usp2020vnkb";2020-11-02T04:06:39.297Z;-40.785;-18.036;0.0;2.1;"mR";"Ponto Belo/ES";"cleusa";M
"usp2020vllf";2020-11-01T02:25:09.798Z;-35.936;-8.259;0.0;1.3;"mR";"Caruaru/PE";"jroberto";M
"usp2020vlio";2020-11-01T01:04:18.081Z;-35.968;-8.258;0.0;1.5;"mR";"Caruaru/PE";"jroberto";M
"usp2020vlin";2020-11-01T01:03:13.083Z;-35.973;-8.260;0.0;1.5;"mR";"Caruaru/PE";"jroberto";M
"usp2020vhgj";2020-10-29T19:25:34.624Z;-35.890;-5.743;0.0;2.2;"mR";"Riachuelo/RN";"jroberto";M
"usp2020vhel";2020-10-29T18:27:32.174Z;-40.455;-3.899;0.0;2.0;"MLv";"Carire/CE";"jroberto";M
"usp2020vemc";2020-10-28T06:54:45.908Z;-45.394;-19.294;0.0;2.3;"mR";"Abaete/MG";"jroberto";M
"usp2020ulwb";2020-10-18T02:21:17.059Z;-46.732;-20.948;0.0;2.2;"mR";"Jacui/MG";"jroberto";M
"usp2020uldj";2020-10-17T16:54:29.994Z;-39.554;-20.512;0.0;3.4;"mR";"Vila Velha/ES";"marcelo";M
"usp2020ujuk";2020-10-16T23:14:50.296Z;-45.411;-19.271;0.0;2.9;"mR";"Abaete/MG";"jroberto";M
"usp2020uhkg";2020-10-15T15:51:24.787Z;-35.193;-8.805;0.0;2.1;"mR";"Barreiros/PE";"jroberto";M
"usp2020uhil";2020-10-15T14:56:15.027Z;-40.713;-3.545;0.0;2.1;"MLv";"Coreau/CE";"jroberto";M
"usp2020udbt";2020-10-13T07:01:04.977Z;-36.061;-5.533;0.0;2.1;"mR";"Pedra Preta/RN";"jroberto";M
"usp2020ucdu";2020-10-12T18:54:18.821Z;-35.969;-8.258;0.0;1.6;"mR";"Caruaru/PE";"jroberto";M
"usp2020tyzc";2020-10-11T01:07:58.754Z;-50.330;-8.283;0.0;2.9;"mR";"Redencao/PA";"jroberto";M
"usp2020tenc";2020-09-29T20:20:53.263Z;-46.611;-10.741;0.0;3.0;"mR";"Mateiros/TO";"jroberto";M
"usp2020temx";2020-09-29T20:15:12.117Z;-40.693;-3.612;0.0;1.9;"MLv";"Coreau/CE";"jroberto";M
"usp2020temn";2020-09-29T20:02:51.520Z;-35.935;-5.867;0.0;2.3;"mR";"Ruy Barbosa/RN";"jroberto";M
"usp2020teme";2020-09-29T19:52:57.450Z;-35.964;-5.452;0.0;1.6;"MLv";"Joao Camara/RN";"jroberto";M
"usp2020tddv";2020-09-29T02:30:53.983Z;-40.655;-2.956;0.0;1.8;"mR";"Camocim/CE";"jroberto";M
"usp2020tdds";2020-09-29T02:28:00.642Z;-40.662;-2.946;0.0;2.4;"mR";"Camocim/CE";"jroberto";M
"usp2020sxyi";2020-09-26T06:03:19.902Z;-36.051;-5.529;0.0;2.0;"mR";"Pedra Preta/RN";"jroberto";M
"usp2020sxwf";2020-09-26T04:59:48.062Z;-36.037;-5.528;0.0;2.5;"mR";"Pedra Preta/RN";"jroberto";M
"usp2020sxdy";2020-09-25T19:45:55.820Z;-53.281;-16.890;0.0;2.2;"mR";"Araguainha/MT";"jroberto";M
"usp2020sxdw";2020-09-25T19:43:37.660Z;-53.319;-16.969;0.0;2.4;"mR";"Alto Garcas/MT";"jroberto";M
"usp2020svsl";2020-09-25T00:49:34.521Z;-50.516;-21.915;0.0;2.4;"mR";"Tupa/SP";"jroberto";M
"usp2020stqk";2020-09-23T21:30:44.479Z;-54.181;-19.981;0.0;2.4;"mR";"Bandeirantes/MS";"jroberto";M
"usp2020sskt";2020-09-23T05:31:13.974Z;-36.039;-8.277;0.0;1.6;"mR";"Caruaru/PE";"jroberto";M
"usp2020spmh";2020-09-21T14:53:49.616Z;-40.368;-3.974;0.0;2.4;"mR";"Groairas/CE";"jroberto";M
"usp2020soss";2020-09-21T05:00:37.971Z;-36.309;-5.621;0.0;1.7;"mR";"Lajes/RN";"jroberto";M
"usp2020sljv";2020-09-19T09:06:11.128Z;-41.196;-3.134;0.0;2.7;"mR";"Chaval/CE";"jroberto";M
"usp2020sidy";2020-09-17T14:43:33.774Z;-36.981;-10.140;0.0;1.9;"mR";"Canhoba/SE";"jroberto";M
"usp2020sexs";2020-09-15T20:10:17.874Z;-35.839;-5.497;0.0;2.0;"MLv";"Pedra Preta/RN";"jroberto";M
"usp2020senp";2020-09-15T15:03:55.857Z;-47.900;-22.559;0.0;2.6;"mR";"Sao Pedro/SP";"jroberto";M
"usp2020selm";2020-09-15T13:59:48.597Z;-38.766;-8.419;0.0;2.0;"mR";"Carnaubeira da Penha/PE";"jroberto";M
"usp2020scju";2020-09-14T10:51:52.834Z;-36.051;-8.281;0.0;1.8;"mR";"Caruaru/PE";"jroberto";M
"usp2020scdn";2020-09-14T07:41:27.808Z;-36.051;-8.279;0.0;1.6;"mR";"Caruaru/PE";"jroberto";M
"usp2020ryvz";2020-09-12T12:28:45.787Z;-46.581;-15.323;0.0;2.3;"mR";"Buritis/MG";"jroberto";M
"usp2020rycf";2020-09-12T02:29:06.074Z;-36.091;-5.435;0.0;2.3;"mR";"Pedra Preta/RN";"jroberto";M
"usp2020rwvm";2020-09-11T09:57:06.045Z;-36.055;-8.309;0.0;2.4;"mR";"Caruaru/PE";"jroberto";M
"usp2020rwmq";2020-09-11T05:29:10.906Z;-36.052;-8.278;0.0;2.3;"mR";"Caruaru/PE";"jroberto";M
"usp2020rwmn";2020-09-11T05:25:08.892Z;-36.049;-8.273;0.0;1.6;"mR";"Caruaru/PE";"jroberto";M
"usp2020rvtj";2020-09-10T19:44:43.701Z;-38.789;-7.883;0.0;2.3;"mR";"Sao Jose do Belmonte/PE";"jroberto";M
"usp2020rvqp";2020-09-10T18:20:42.223Z;-55.885;-11.538;0.0;2.6;"mR";"Sinop/MT";"jroberto";M
"usp2020rutd";2020-09-10T06:29:43.874Z;-36.052;-8.277;0.0;1.6;"mR";"Caruaru/PE";"jroberto";M
"usp2020rtlr";2020-09-09T13:35:13.547Z;-36.051;-8.302;0.0;3.9;"mb";"Caruaru/PE";"jroberto";M
"usp2020rsvz";2020-09-09T05:40:12.869Z;-36.032;-8.289;0.0;1.6;"mR";"Caruaru/PE";"jroberto";M
"usp2020rsvx";2020-09-09T05:37:29.836Z;-36.033;-8.291;0.0;1.5;"mR";"Caruaru/PE";"jroberto";M
"usp2020rsra";2020-09-09T03:09:13.766Z;-36.031;-8.286;0.0;1.7;"mR";"Caruaru/PE";"jroberto";M
"usp2020rspi";2020-09-09T02:18:11.900Z;-36.029;-8.287;0.0;1.9;"mR";"Caruaru/PE";"jroberto";M
"usp2020rniy";2020-09-06T05:23:42.237Z;-47.174;-18.843;0.0;2.9;"mR";"Patrocinio/MG";"jroberto";M
"usp2020rngd";2020-09-06T03:58:35.000Z;-36.994;-9.835;0.0;1.8;"MLv";"Traipu/AL";"jroberto";M
"usp2020rmzj";2020-09-06T00:33:24.007Z;-36.986;-9.842;0.0;2.1;"mR";"Traipu/AL";"jroberto";M
"usp2020rmqy";2020-09-05T20:18:21.084Z;-36.982;-9.828;0.0;2.2;"mR";"Traipu/AL";"jroberto";M
"usp2020rkpd";2020-09-04T17:07:20.000Z;-50.882;-29.379;0.0;1.1;"MLv";"Gramado/RS";"marcelo";M
"usp2020rkpa";2020-09-04T17:02:54.687Z;-47.868;-22.043;0.0;2.6;"mR";"Sao Carlos/SP";"jroberto";M
"usp2020rknl";2020-09-04T16:16:10.041Z;-53.220;-29.095;0.0;2.2;"mR";"Salto do Jacui/RS";"bruno";M
"usp2020rjmf";2020-09-04T02:30:48.079Z;-36.984;-9.844;0.0;2.0;"mR";"Traipu/AL";"jroberto";M
"usp2020rhsd";2020-09-03T03:12:50.595Z;-36.005;-5.510;0.0;1.9;"mR";"Pedra Preta/RN";"jroberto";M
"usp2020rhql";2020-09-03T02:21:57.782Z;-36.933;-10.118;0.0;2.1;"mR";"Canhoba/SE";"jroberto";M
"usp2020rgxd";2020-09-02T16:36:33.085Z;-39.606;-13.010;0.0;1.7;"mR";"Amargosa/BA";"jroberto";M
"usp2020rfsg";2020-09-02T01:01:19.990Z;-36.079;-5.507;0.0;2.0;"MLv";"Pedra Preta/RN";"jroberto";M
"usp2020rerp";2020-09-01T11:32:44.159Z;-36.959;-10.236;0.0;2.4;"mR";"Aquidaba/SE";"jroberto";M
"usp2020rent";2020-09-01T09:36:28.912Z;-39.591;-13.004;0.0;2.5;"mR";"Amargosa/BA";"jroberto";M
"usp2020rehr";2020-09-01T06:31:36.861Z;-39.599;-13.005;0.0;1.8;"mR";"Amargosa/BA";"jroberto";M
"usp2020rdht";2020-08-31T17:26:20.140Z;-39.991;-3.449;0.0;2.0;"mR";"Santana de Acarau/CE";"jroberto";M
"usp2020rded";2020-08-31T15:36:52.019Z;-40.708;-3.561;0.0;2.7;"mR";"Coreau/CE";"jroberto";M
"usp2020rcoa";2020-08-31T07:27:28.916Z;-36.067;-5.499;0.0;1.8;"mR";"Pedra Preta/RN";"jroberto";M
"usp2020rcmh";2020-08-31T06:41:49.000Z;-39.453;-13.035;0.0;3.5;"mR";"Sao Miguel das Matas/BA";"marcelo";M
"usp2020rbts";2020-08-30T21:11:44.835Z;-39.566;-13.013;0.0;2.3;"mR";"Amargosa/BA";"jroberto";M
"usp2020rbtq";2020-08-30T21:09:18.765Z;-39.578;-13.005;0.0;1.6;"mR";"Amargosa/BA";"jroberto";M
"usp2020rbew";2020-08-30T13:41:43.044Z;-39.668;-13.018;0.0;1.7;"mR";"Amargosa/BA";"jroberto";M
"usp2020rbcf";2020-08-30T12:21:48.871Z;-39.596;-13.007;0.0;1.8;"mR";"Amargosa/BA";"jroberto";M
"usp2020rbbw";2020-08-30T12:11:42.808Z;-39.602;-13.005;0.0;2.2;"mR";"Amargosa/BA";"jroberto";M
"usp2020rbbt";2020-08-30T12:08:14.084Z;-39.603;-13.012;0.0;2.3;"mR";"Amargosa/BA";"jroberto";M
"usp2020rbbk";2020-08-30T11:57:09.699Z;-39.606;-13.005;0.0;2.8;"mR";"Amargosa/BA";"jroberto";M
"usp2020rbaj";2020-08-30T11:25:15.731Z;-39.598;-13.007;0.0;2.7;"mR";"Amargosa/BA";"jroberto";M
"usp2020rbac";2020-08-30T11:18:07.108Z;-39.584;-13.002;0.0;3.7;"mR";"Amargosa/BA";"jroberto";M
"usp2020raza";2020-08-30T10:44:30.149Z;-39.491;-13.051;1.0;4.2;"mR";"Sao Miguel das Matas/BA";"bruno";M
"usp2020rayz";2020-08-30T10:43:46.369Z;-39.345;-13.058;0.0;2.5;"mR";"Varzedo/BA";"marcelo";M
"usp2020qysx";2020-08-29T05:23:29.380Z;-36.218;-5.627;0.0;2.3;"mR";"Lajes/RN";"jroberto";M
"usp2020qvnb";2020-08-27T11:01:22.846Z;-36.026;-8.257;0.0;1.6;"mR";"Caruaru/PE";"jroberto";M
"usp2020qvds";2020-08-27T06:18:51.077Z;-36.024;-8.258;0.0;1.6;"mR";"Caruaru/PE";"jroberto";M
"usp2020qvde";2020-08-27T06:01:52.868Z;-36.021;-8.258;0.0;1.9;"mR";"Caruaru/PE";"jroberto";M
"usp2020qtza";2020-08-26T14:47:43.004Z;-39.462;-3.923;0.0;1.9;"mR";"Apuiares/CE";"jroberto";M
"usp2020qtju";2020-08-26T07:06:44.123Z;-40.469;-3.653;0.0;2.0;"MLv";"Alcantaras/CE";"jroberto";M
"usp2020qpgq";2020-08-24T00:57:40.896Z;-40.423;-3.897;0.0;2.0;"mR";"Groairas/CE";"jroberto";M
"usp2020qobx";2020-08-23T09:26:57.092Z;-36.021;-8.259;0.0;1.6;"mR";"Caruaru/PE";"jroberto";M
"usp2020qlqm";2020-08-22T01:23:44.000Z;-50.882;-29.379;0.0;0.8;"MLv";"Gramado/RS";"marcelo";M
"usp2020qhsl";2020-08-19T21:51:02.926Z;-38.979;-12.601;0.0;1.6;"mR";"Sao Felix/BA";"jroberto";M
"usp2020qhci";2020-08-19T13:41:27.572Z;-40.199;-4.197;0.0;2.0;"MLv";"Santa Quiteria/CE";"jroberto";M
"usp2020qgjg";2020-08-19T04:03:24.185Z;-53.838;-14.489;0.0;2.0;"mR";"Alto Garcas/MT";"jroberto";M
"usp2020qdcf";2020-08-17T09:06:10.902Z;-39.749;-3.762;0.0;2.1;"mR";"Iraucuba/CE";"jroberto";M
"usp2020qcoz";2020-08-17T02:24:47.788Z;-36.042;-5.480;0.0;1.8;"mR";"Pedra Preta/RN";"jroberto";M
"usp2020putj";2020-08-12T19:32:57.212Z;-35.993;-5.896;0.0;1.7;"MLv";"Ruy Barbosa/RN";"jroberto";M
"usp2020pugk";2020-08-12T12:59:26.080Z;-35.984;-5.873;0.0;1.6;"MLv";"Ruy Barbosa/RN";"jroberto";M
"usp2020pnon";2020-08-08T21:07:09.000Z;-43.714;-20.238;0.0;2.8;"mR";"Itabirito/MG";"marcelo";M
"usp2020plyf";2020-08-07T23:45:47.863Z;-46.698;-19.335;0.0;2.3;"mR";"Ibia/MG";"jroberto";M
"usp2020plua";2020-08-07T21:39:01.000Z;-43.745;-20.264;0.0;2.7;"mR";"Itabirito/MG";"marcelo";M
"usp2020pkkw";2020-08-07T03:53:25.524Z;-43.767;-20.255;0.0;2.1;"mR";"Itabirito/MG";"bruno";M
"usp2020piai";2020-08-05T20:17:28.857Z;-35.839;-8.574;0.0;1.8;"mR";"Belém de Maria/PE";"jroberto";M
"usp2020pfyl";2020-08-04T17:03:41.672Z;-36.305;-8.673;0.0;2.0;"mR";"Lajedo/PE";"jroberto";M
"usp2020pazn";2020-08-01T23:55:24.959Z;-40.074;-15.153;0.0;1.9;"MLv";"Itororo/BA";"jroberto";M
"usp2020oyap";2020-07-31T09:03:44.971Z;-40.571;-16.381;0.0;2.3;"MLv";"Rubim/MG";"jroberto";M
"usp2020ouid";2020-07-29T08:19:37.718Z;-38.070;-15.015;0.0;3.9;"mR";"Ilheus/BA";"marcelo";M
"usp2020otiw";2020-07-28T19:33:50.071Z;-35.875;-5.747;0.0;1.8;"MLv";"Bento Fernandes/RN";"jroberto";M
"usp2020oszm";2020-07-28T14:49:30.804Z;-35.876;-5.731;0.0;1.7;"MLv";"Bento Fernandes/RN";"jroberto";M
"usp2020osyy";2020-07-28T14:32:59.835Z;-38.202;-6.002;0.0;2.1;"mR";"Sao Francisco do Oeste/RN";"jroberto";M
"usp2020onya";2020-07-25T20:24:01.064Z;-36.595;-8.381;0.0;2.4;"mR";"Sanharo/PE";"jroberto";M
"usp2020onrm";2020-07-25T17:06:25.006Z;-35.188;-3.642;0.0;2.1;"mR";"Plataforma Continental-RN/CE";"jroberto";M
"usp2020ojvc";2020-07-23T14:23:12.016Z;-48.121;-24.685;0.0;2.0;"MLv";"Cajati/SP";"jroberto";M
"usp2020oihf";2020-07-22T18:13:43.898Z;-46.912;-17.189;0.0;2.4;"mR";"Paracatu/MG";"jroberto";M
"usp2020oegm";2020-07-20T13:18:45.163Z;-40.275;-3.855;0.0;2.5;"mR";"Forquilha/CE";"jroberto";M
"usp2020odll";2020-07-20T02:41:51.346Z;-44.106;-13.587;0.0;2.5;"mR";"Santa Maria da Vitória/BA";"jroberto";M
"usp2020nywx";2020-07-17T14:48:15.682Z;-40.734;-3.510;0.0;1.9;"MLv";"Coreaú/CE";"jroberto";M
"usp2020nqpt";2020-07-13T02:06:03.893Z;-43.709;-22.607;0.0;2.2;"mR";"Paracambi/RJ";"jroberto";M
"usp2020noxy";2020-07-12T03:58:21.629Z;-39.999;-9.837;0.0;2.7;"mR";"Jaguarari/BA";"marcelo";M
"usp2020nnwn";2020-07-11T14:06:09.414Z;-49.457;-21.128;0.0;2.5;"mR";"Potirendaba/SP";"jroberto";M
"usp2020nmsw";2020-07-10T23:08:04.098Z;-48.621;-14.108;4.0;2.1;"mR";"Campinacu/GO";"jroberto";M
"usp2020nkhq";2020-07-09T15:10:18.908Z;-51.156;-23.256;0.0;1.6;"mR";"Londrina/PR";"jroberto";M
"usp2020njxd";2020-07-09T09:53:10.687Z;-36.020;-8.295;0.0;1.6;"mR";"Caruaru/PE";"jroberto";M
"usp2020nijb";2020-07-08T13:38:18.679Z;-36.099;-5.519;0.0;1.6;"MLv";"Pedra Preta/RN";"jroberto";M
"usp2020nhgv";2020-07-07T23:22:03.833Z;-38.340;-4.320;0.0;2.5;"mR";"Chorozinho/CE";"jroberto";M
"usp2020nher";2020-07-07T22:17:07.387Z;-53.619;-1.606;0.0;3.4;"mR";"Prainha/PA";"jroberto";M
"usp2020nbcy";2020-07-04T14:35:36.969Z;-40.754;-3.069;0.0;1.7;"MLv";"Granja/CE";"jroberto";M
"usp2020mzhj";2020-07-03T14:32:48.079Z;-51.540;-27.183;0.0;2.1;"mR";"Joaçaba/SC";"jroberto";M
"usp2020mypn";2020-07-03T05:32:27.890Z;-37.528;-5.587;0.0;1.9;"mR";"Governador Dix-Sept Rosado/RN";"jroberto";M
"usp2020mxpo";2020-07-02T16:24:30.872Z;-40.312;-20.300;0.0;1.9;"mR";"Vitória/ES";"jroberto";M
"usp2020mskk";2020-06-29T20:07:40.043Z;-40.434;-3.896;0.0;1.9;"MLv";"Groairas/CE";"jroberto";M
"usp2020mrlp";2020-06-29T07:36:22.004Z;-40.199;-3.409;0.0;1.4;"mR";"Santana do Acaraú/CE";"jroberto";M
"usp2020mrkj";2020-06-29T06:59:14.529Z;-40.278;-3.350;0.0;1.3;"mR";"Santana do Acaraú/CE";"jroberto";M
"usp2020mpit";2020-06-28T03:53:21.619Z;-49.764;-14.854;0.0;2.4;"mR";"Guarinos/GO";"jroberto";M
"usp2020mpft";2020-06-28T02:23:05.876Z;-40.515;-3.311;0.0;2.2;"mR";"Uruoca/CE";"jroberto";M
"usp2020mjqq";2020-06-25T01:02:57.839Z;-48.452;-21.188;0.0;2.0;"mR";"Monte Alto/SP";"jroberto";M
"usp2020mfpw";2020-06-22T20:07:49.724Z;-59.274;-15.397;0.0;2.1;"mR";"Pontes e Lacerda/MT";"jroberto";M
"usp2020mejw";2020-06-22T03:57:31.693Z;-49.927;-21.803;0.0;2.2;"mR";"Getulina/SP";"jroberto";M
"usp2020lvbv";2020-06-17T01:40:50.578Z;-62.272;-10.725;0.0;2.9;"mR";"Ouro Preto do Oeste/RO";"jroberto";M
"usp2020lusx";2020-06-16T21:09:29.000Z;-45.619;-23.342;0.0;2.4;"MLv";"Paraibuna/SP";"jroberto";M
"usp2020loun";2020-06-13T15:09:47.000Z;-60.718;-4.376;0.0;3.4;"mR";"Novo Aripuana/AM";"jroberto";M
"usp2020litr";2020-06-10T07:55:35.773Z;-50.423;-14.613;0.0;2.5;"mR";"Mozarlandia/GO";"jroberto";M
"usp2020litp";2020-06-10T07:52:22.646Z;-50.422;-14.614;0.0;3.2;"mR";"Mozarlandia/GO";"jroberto";M
"usp2020lhlg";2020-06-09T14:31:54.000Z;-41.912;-18.909;0.0;2.1;"mR";"Governador Valadares/MG";"jroberto";M
"usp2020lfdl";2020-06-08T08:19:10.288Z;-47.438;-10.514;0.0;2.3;"mR";"Lagoa do Tocantins/TO";"jroberto";M
"usp2020lezn";2020-06-08T06:20:11.000Z;-47.672;-19.167;0.0;2.8;"mR";"Nova Ponte/MG";"jroberto";M
"usp2020leli";2020-06-07T23:10:13.433Z;-48.932;-21.061;0.0;2.1;"mR";"Novais/SP";"jroberto";M
"usp2020kyyi";2020-06-04T22:54:57.732Z;-43.947;-20.659;0.0;2.6;"mR";"Sao Bras do Suacui/MG";"bruno";M
"usp2020kscq";2020-06-01T05:08:25.912Z;-37.672;-10.924;0.0;2.3;"mR";"Lagarto/SE";"jroberto";M
"usp2020kqww";2020-05-31T13:05:46.090Z;-50.072;-15.190;0.0;3.4;"mR";"Morro Agudo de Goias/GO";"jroberto";M
"usp2020kqwu";2020-05-31T13:02:55.012Z;-40.511;-3.299;0.0;1.6;"MLv";"Uruoca/CE";"jroberto";M
"usp2020knsv";2020-05-29T19:37:57.922Z;-37.514;-5.688;0.0;1.5;"mR";"Caraúbas/RN";"jroberto";M
"usp2020kitp";2020-05-27T02:20:24.502Z;-37.381;-5.912;0.0;1.6;"mR";"Campo Grande/RN";"jroberto";M
"usp2020khfd";2020-05-26T05:54:23.804Z;-39.962;-3.904;0.0;1.2;"mR";"Iraucuba/CE";"jroberto";M
"usp2020kdrl";2020-05-24T07:34:37.824Z;-36.931;-5.736;0.0;1.7;"mR";"Açu/RN";"jroberto";M
"usp2020jsmv";2020-05-18T04:45:04.042Z;-37.509;-5.675;0.0;2.0;"mR";"Caraúbas/RN";"jroberto";M
"usp2020jscd";2020-05-17T23:20:53.000Z;-39.340;-21.633;0.0;2.8;"mR";"Plataforma Continental/ES";"jroberto";M
"usp2020jruh";2020-05-17T19:23:23.095Z;-36.174;-5.838;0.0;1.9;"mR";"Lajes/RN";"jroberto";M
"usp2020jpxg";2020-05-16T18:36:59.918Z;-40.647;-22.625;0.0;2.4;"mR";"Margem Continental/RJ";"jroberto";M
"usp2020jofx";2020-05-15T20:42:26.206Z;-36.466;-8.334;0.0;1.6;"mR";"Belo Jardim/PE";"jroberto";M
"usp2020joeo";2020-05-15T20:01:54.630Z;-49.165;-12.542;0.0;2.6;"mR";"Alvorada/TO";"jroberto";M
"usp2020jmlu";2020-05-14T21:24:46.492Z;-37.501;-5.643;0.0;1.8;"mR";"Caraúbas/RN";"jroberto";M
"usp2020jhnh";2020-05-12T04:29:43.317Z;-54.331;-17.008;0.0;1.7;"mR";"Pedra Preta/MT";"jroberto";M
"usp2020jfrm";2020-05-11T04:20:04.409Z;-40.664;-5.281;0.0;1.6;"mR";"Crateus/CE";"jroberto";M
"usp2020jdqn";2020-05-10T01:34:36.607Z;-38.229;-4.339;0.0;1.6;"mR";"Beberibe/CE";"jroberto";M
"usp2020jdoo";2020-05-10T00:34:52.174Z;-50.278;-0.575;0.0;3.5;"mR";"Afuá/PA";"jroberto";M
"usp2020jaqr";2020-05-08T10:14:12.775Z;-38.122;-4.705;0.0;1.7;"mR";"Palhano/CE";"jroberto";M
"usp2020izxz";2020-05-08T00:48:43.760Z;-58.477;-10.355;0.0;2.8;"mR";"Juruena/MT";"jroberto";M
"usp2020izwz";2020-05-08T00:18:03.622Z;-44.925;-18.717;0.0;2.1;"mR";"Felixlandia/MG";"jroberto";M
"usp2020izdf";2020-05-07T14:18:06.000Z;-40.524;-3.594;0.0;1.8;"MLv";"Alcantaras/CE";"jroberto";M
"usp2020iwik";2020-05-06T01:31:39.000Z;-40.519;-3.589;0.0;1.6;"MLv";"Alcantaras/CE";"jroberto";M
"usp2020iwig";2020-05-06T01:26:45.342Z;-40.518;-3.588;0.0;1.8;"MLv";"Alcantaras/CE";"jroberto";M
"usp2020irtd";2020-05-03T13:16:07.234Z;-39.523;-5.027;0.0;1.8;"mR";"Quixeramobim/CE";"jroberto";M
"usp2020iois";2020-05-01T16:35:42.434Z;-48.211;-12.857;10.7;2.3;"mR";"Sao Salvador do Tocantins/TO";"jroberto";M
"usp2020imsv";2020-04-30T19:26:18.813Z;-41.110;-23.215;0.0;2.7;"mR";"Plataforma Continental/RJ";"jroberto";M
"usp2020imoa";2020-04-30T17:00:25.933Z;-50.679;-26.289;0.0;2.4;"mR";"Irineopolis/SC";"bruno";M
"usp2020ilss";2020-04-30T06:14:02.766Z;-35.106;-4.715;0.0;1.4;"mR";"Touros/RN";"jroberto";M
"usp2020ikwz";2020-04-29T19:15:40.693Z;-41.648;-19.546;0.0;2.2;"mR";"Pocrane/MG";"jroberto";M
"usp2020ijqi";2020-04-29T02:45:24.462Z;-35.962;-8.297;0.0;1.7;"mR";"Caruaru/PE";"jroberto";M
"usp2020iggl";2020-04-27T06:20:57.000Z;-38.115;-4.703;0.0;2.0;"MLv";"Palhano/CE";"jroberto";M
"usp2020ieuz";2020-04-26T11:25:20.153Z;-38.224;-4.320;0.0;1.8;"mR";"Beberibe/CE";"jroberto";M
"usp2020ieip";2020-04-26T05:10:54.317Z;-38.119;-4.747;0.0;1.3;"mR";"Palhano/CE";"jroberto";M
"usp2020ieht";2020-04-26T04:45:05.545Z;-38.109;-4.698;0.0;1.6;"mR";"Palhano/CE";"jroberto";M
"usp2020idzv";2020-04-26T00:44:42.148Z;-50.273;-7.791;0.0;3.0;"mR";"Pau d'Arco/PA";"jroberto";M
"usp2020icab";2020-04-24T22:35:27.345Z;-48.454;-21.278;0.0;1.7;"MLv";"Monte Alto/SP";"jroberto";M
"usp2020hssv";2020-04-19T20:43:00.770Z;-44.116;-19.524;0.0;2.1;"mR";"Matozinhos/MG";"jroberto";M
"usp2020hpmd";2020-04-18T01:55:40.830Z;-47.116;-23.594;0.0;2.0;"mR";"Sao Roque/SP";"bruno";M
"usp2020hmyz";2020-04-16T16:59:51.887Z;-48.083;-24.722;0.0;2.1;"mR";"Cajati/SP";"jroberto";M
"usp2020hkyw";2020-04-15T14:40:20.000Z;-56.732;-11.612;0.0;0.2;"MLv";"Novo Horizonte do Norte/MT";"jroberto";M
"usp2020hjuh";2020-04-14T23:13:56.389Z;-40.710;-3.172;0.0;2.0;"MLv";"Granja/CE";"jroberto";M
"usp2020gyrn";2020-04-08T21:20:21.937Z;-49.515;-27.242;0.0;2.0;"MLv";"Lontras/SC";"jroberto";M
"usp2020gwdy";2020-04-07T12:12:15.942Z;-39.239;-4.105;0.0;1.6;"mR";"Paramoti/CE";"jroberto";M
"usp2020gvpr";2020-04-07T04:59:26.000Z;-43.817;-18.531;0.0;2.5;"mR";"Gouveia/MG";"jroberto";M
"usp2020gtqy";2020-04-06T03:21:20.482Z;-35.678;-5.489;0.0;1.8;"mR";"Pureza/RN";"cleusa";M
"usp2020gssg";2020-04-05T14:52:35.787Z;-44.756;-18.862;0.0;2.3;"mR";"Felixlandia/MG";"jroberto";M
