evid,origin,longitude,latitude,depth,magnitude,magnitudet,region,author,mode,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
usp2022gzlu,2022-04-10 07:33:51.903000+00:00,-48623,-20952,0.0,2.1,mR,MonteA.Paulista/rg.zona rural,jroberto,M,,,,,
usp2022gxgr,2022-04-09 02:42:56.874000+00:00,-48605,-20964,0.0,1.7,mR,MonteA.Paulista/rg.zona rural,jroberto,M,,,,,
usp2022gwsa,2022-04-08 19:18:29.640000+00:00,-39599,-2843,0.0,2.4,mR,Margem Continental/CE,jroberto,M,,,,,
usp2022gwrs,2022-04-08 19:09:40.501000+00:00,-39575,-2788,0.0,2.3,mR,Margem Continental/CE,jroberto,M,,,,,
usp2022gvhu,2022-04-08 01:00:13.826000+00:00,-48606,-20969,0.0,2.0,mR,MonteA.Paulista/rg.zona rural,jroberto,M,,,,,
usp2022gvat,2022-04-07 21:26:25.855000+00:00,-48623,-20940,0.0,1.4,MLv,MonteA.Paulista/rg.zona rural,jroberto,M,,,,,
usp2022gucd,2022-04-07 09:00:19.011000+00:00,-48621,-20953,0.0,2.3,mR,MonteA.Paulista/rg.zona rural,jroberto,M,,,,,
usp2022gpfd,2022-04-04 16:50:44.113000+00:00,-51388,-27207,0.0,1.8,mR,Reg. de Joaçaba/SC,jroberto,M,,,,,
usp2022gpbs,2022-04-04 15:07:42+00:00,-40037,-3312,0.0,0.3,MLv,Morrinhos/CE,jroberto,M,,,,,
usp2022goqa,2022-04-04 09:12:48.302000+00:00,-71182,-6576,10.0,4.1,mb,Rg. de Eirunepe/AM,jroberto,M,,,,,
usp2022gkox,2022-04-02 04:06:31+00:00,-48600,-20971,0.0,1.3,MLv,Monte Azul Paulista/SP,jroberto,M,,,,,
usp2022gjzs,2022-04-01 20:25:19.018000+00:00,-43418,-19573,0.0,2.9,mR,Bom Jesus do Amparo/MG,jroberto,M,,,,,
usp2022gjby,2022-04-01 08:25:14.382000+00:00,-57764,-11442,0.0,3.6,mR,Juara/MT,jroberto,M,,,,,
usp2022ggrr,2022-03-31 00:57:07.209000+00:00,-58161,-24779,0.0,3.9,mR,Paraguay,marcelo,M,,,,,
usp2022ggif,2022-03-30 20:10:19+00:00,-48604,-20975,0.0,1.2,MLv,MonteA.Paulista/rg.zona rural,jroberto,M,,,,,
usp2022gfgl,2022-03-30 06:08:48.026000+00:00,-51047,-23764,0.0,2.6,mR,Tamarana/PR,jroberto,M,,,,,
usp2022gelc,2022-03-29 19:21:29.606000+00:00,-40741,-3509,0.0,2.0,MLv,Moraujo/CE,jroberto,M,,,,,
usp2022gdrb,2022-03-29 09:13:55.939000+00:00,-48618,-20953,0.0,2.1,mR,MonteA.Paulista/rg.zona rural,jroberto,M,,,,,
usp2022fyoc,2022-03-26 14:04:03+00:00,-48667,-21089,0.0,1.3,MLv,Pirangi/SP,cleusa,M,,,,,
usp2022fxtn,2022-03-26 03:40:39.830000+00:00,-48679,-21089,0.0,2.5,mR,Pirangi/SP,cleusa,M,,,,,
usp2022fuwj,2022-03-24 13:41:42.703000+00:00,-48601,-20977,0.0,2.1,mR,MonteA.Paulista/rg.zona rural,jroberto,M,,,,,
usp2022futy,2022-03-24 12:28:55.100000+00:00,-50881,-28965,0.0,2.3,mR,Sao Marcos/RS,bruno,M,,,,,
usp2022frsp,2022-03-22 20:23:41.525000+00:00,-49300,-14787,0.0,2.4,mR,Sao Luiz do Norte/GO,jroberto,M,,,,,
usp2022frhz,2022-03-22 15:01:18.963000+00:00,-39558,-10594,0.0,2.0,mR,Cansancao/BA,jroberto,M,,,,,
usp2022fquj,2022-03-22 08:08:25.086000+00:00,-44259,-22761,0.0,2.9,mR,Arapei/SP,jroberto,M,,,,,
usp2022folv,2022-03-21 01:33:58.056000+00:00,-57310,-19826,0.0,2.3,mR,Ladario/MS,jroberto,M,,,,,
usp2022fnhp,2022-03-20 10:17:22.052000+00:00,-39310,-4177,0.0,2.3,mR,Paramoti/CE,jroberto,M,,,,,
usp2022fiqf,2022-03-17 20:57:22.820000+00:00,-38770,-4047,0.0,2.2,mR,Palmacia/CE,jroberto,M,,,,,
usp2022fiom,2022-03-17 20:05:26.571000+00:00,-38767,-4038,0.0,2.0,mR,Guaiuba/CE,jroberto,M,,,,,
usp2022fiis,2022-03-17 17:09:49.747000+00:00,-44816,-18810,0.0,2.5,mR,Felixlandia/MG,jroberto,M,,,,,
usp2022fgyj,2022-03-16 22:47:51.885000+00:00,-48688,-21086,0.0,2.1,mR,Pirangi/SP,cleusa,M,,,,,
usp2022fgup,2022-03-16 20:53:59.821000+00:00,-39291,-5186,0.0,2.0,mR,Quixeramobim/CE,jroberto,M,,,,,
usp2022fcbn,2022-03-14 06:43:07.658000+00:00,-48779,-19976,0.0,2.3,mR,Pirajuba/MG,jroberto,M,,,,,
usp2022expj,2022-03-11 20:02:42.014000+00:00,-73794,-8829,235.6,5.2,mB,Peru-Brazil Border Region,jroberto,M,,,,,
usp2022eoif,2022-03-06 18:11:11.055000+00:00,-60492,-24957,0.0,3.7,mR,Northeastern Argentina,jroberto,M,,,,,
usp2022elni,2022-03-05 05:22:19.484000+00:00,-43927,-16589,0.0,2.2,mR,Montes Claros/MG,jroberto,M,,,,,
usp2022ejya,2022-03-04 08:29:40.481000+00:00,-40400,-11272,0.0,2.5,mR,Jacobina/BA,jroberto,M,,,,,
usp2022ejxy,2022-03-04 08:27:51+00:00,-40403,-11274,0.0,1.2,MLv,Jacobina/BA,jroberto,M,,,,,
usp2022ejnc,2022-03-04 02:58:58.843000+00:00,-40400,-11271,0.0,2.3,mR,Jacobina/BA,jroberto,M,,,,,
usp2022dwmh,2022-02-24 23:48:48.359000+00:00,-46632,-21868,0.0,2.7,mR,Pocos de Caldas/MG,bruno,M,,,,,
usp2022dreg,2022-02-22 02:03:37.703000+00:00,-50173,-13580,0.0,2.8,mR,Nova Crixas/GO,jroberto,M,,,,,
usp2022donc,2022-02-20 15:07:35.056000+00:00,-47657,-20328,0.0,2.1,mR,Jeriquara/SP,jroberto,M,,,,,
usp2022dnzv,2022-02-20 08:25:20.600000+00:00,-50279,-10461,0.0,3.2,mR,Santa Terezinha/MT,jroberto,M,,,,,
usp2022dnkh,2022-02-20 00:33:57.762000+00:00,-39384,-4571,0.0,2.3,mR,Caninde/CE,jroberto,M,,,,,
usp2022dlxw,2022-02-19 05:10:05.260000+00:00,-44842,-20122,0.0,2.5,mR,Divinopolis/MG,jroberto,M,,,,,
usp2022dlxx,2022-02-19 05:09:15.478000+00:00,-39862,-9842,0.0,2.3,mR,Uaua/BA,jroberto,M,,,,,
usp2022dlxm,2022-02-19 04:58:14.898000+00:00,-44832,-20129,0.0,2.1,mR,Divinopolis/MG,jroberto,M,,,,,
usp2022dhph,2022-02-16 20:16:49.627000+00:00,-49295,-20442,0.0,2.3,mR,Nova Granada/SP,jroberto,M,,,,,
usp2022dgpn,2022-02-16 07:15:23.720000+00:00,-40546,-11293,0.0,2.3,mR,Jacobina/BA,jroberto,M,,,,,
usp2022dbvz,2022-02-13 16:51:00.099000+00:00,-44827,-20114,0.0,2.6,mR,Divinopolis/MG,jroberto,M,,,,,
usp2022csmd,2022-02-08 13:38:41.865000+00:00,-39298,-4528,0.0,2.0,mR,Caninde/CE,jroberto,M,,,,,
usp2022croj,2022-02-08 01:38:15.917000+00:00,-44827,-20123,0.0,2.1,mR,Divinopolis/MG,jroberto,M,,,,,
usp2022cpqq,2022-02-07 00:30:52+00:00,-48576,-21102,0.0,1.9,mR,Taiacu/SP,marcelo,M,,,,,
usp2022cdem,2022-01-31 04:44:08.589000+00:00,-39376,-13105,0.0,1.6,mR,Laje/BA,jroberto,M,,,,,
usp2022ccnc,2022-01-30 19:57:55.807000+00:00,-40530,-11155,0.0,1.5,MLv,Jacobina/BA,jroberto,M,,,,,
usp2022ccmz,2022-01-30 19:53:44.766000+00:00,-40534,-11154,0.0,2.3,mR,Jacobina/BA,jroberto,M,,,,,
usp2022bzzd,2022-01-29 10:37:32.874000+00:00,-40514,-11298,0.0,2.5,mR,Jacobina/BA,jroberto,M,,,,,
usp2022bxvm,2022-01-28 06:30:39.667000+00:00,-44797,-20122,0.0,2.5,mR,Carmo do Cajuru/MG,jroberto,M,,,,,
usp2022bxuj,2022-01-28 05:57:38.446000+00:00,-46817,-21489,0.0,2.0,mR,Tapiratiba/SP,jroberto,M,,,,,
usp2022bvze,2022-01-27 06:07:02.856000+00:00,-39706,-4160,0.0,1.6,mR,Tejucuoca/CE,jroberto,M,,,,,
usp2022bvtw,2022-01-27 03:25:26.149000+00:00,-44837,-20142,0.0,2.4,mR,Divinopolis/MG,mbianchi,M,,,,,
usp2022bvrq,2022-01-27 02:17:37.788000+00:00,-39643,-4189,0.0,1.8,mR,Tejucuoca/CE,jroberto,M,,,,,
usp2022bvql,2022-01-27 01:41:52.068000+00:00,-61402,-9197,0.0,3.4,mR,Machadinho d'Oeste/RO,jroberto,M,,,,,
usp2022buaa,2022-01-26 04:16:22.263000+00:00,-37042,-10136,0.0,1.4,mR,Canhoba/SE,jroberto,M,,,,,
usp2022bnyz,2022-01-22 20:55:06.350000+00:00,-38459,-3562,10.0,2.5,mR,Plataforma Continental/CE,jroberto,M,,,,,
usp2022bnoh,2022-01-22 15:30:54.237000+00:00,-40198,-3974,0.0,2.4,mR,Forquilha/CE,jroberto,M,,,,,
usp2022blzw,2022-01-21 19:05:49.767000+00:00,-36179,-5487,0.0,1.3,MLv,Laje/RN,jroberto,M,,,,,
usp2022bjip,2022-01-20 08:06:00.531000+00:00,-44824,-20122,0.0,2.2,mR,Divinopolis/MG,jroberto,M,,,,,
usp2022bhzv,2022-01-19 14:32:01.325000+00:00,-44827,-20142,0.0,2.2,MLv,Divinopolis/MG,bruno,M,,,,,
usp2022bhyp,2022-01-19 13:54:40.970000+00:00,-44811,-20121,0.0,2.5,mR,Carmo do Cajuru/MG,jroberto,M,,,,,
usp2022bhib,2022-01-19 05:34:00.348000+00:00,-44849,-20125,0.0,2.1,MLv,Divinopolis/MG,bruno,M,,,,,
usp2022bhgw,2022-01-19 04:57:21.605000+00:00,-44830,-20129,0.0,1.9,mR,Divinopolis/MG,bruno,M,,,,,
usp2022bhfe,2022-01-19 04:06:02.221000+00:00,-44831,-20127,0.0,2.0,mR,Divinopolis/MG,bruno,M,,,,,
usp2022bgyg,2022-01-19 00:36:41.519000+00:00,-44818,-20149,0.0,2.4,mR,Divinopolis/MG,bruno,M,,,,,
usp2022bgvl,2022-01-18 23:11:13.031000+00:00,-44826,-20125,0.0,2.0,mR,Divinopolis/MG,bruno,M,,,,,
usp2022bgqc,2022-01-18 20:29:26.637000+00:00,-44817,-20129,0.0,2.2,mR,Divinopolis/MG,bruno,M,,,,,
usp2022bgns,2022-01-18 19:16:58.047000+00:00,-44828,-20131,0.0,2.6,mR,Divinopolis/MG,bruno,M,,,,,
usp2022bggl,2022-01-18 15:36:24.110000+00:00,-44827,-20138,0.0,2.4,mR,Divinopolis/MG,bruno,M,,,,,
usp2022bfzj,2022-01-18 12:02:15.041000+00:00,-44827,-20133,0.0,2.9,mR,Divinopolis/MG,bruno,M,,,,,
usp2022beqo,2022-01-17 18:27:12.566000+00:00,-44844,-20127,0.0,2.1,MLv,Divinopolis/MG,bruno,M,,,,,
usp2022bcht,2022-01-16 11:43:53.929000+00:00,-44830,-20116,0.0,1.7,mR,Divinopolis/MG,jroberto,M,,,,,
usp2022bbzf,2022-01-16 07:24:51.936000+00:00,-44833,-20126,0.0,1.6,mR,Divinopolis/MG,jroberto,M,,,,,
usp2022bbhj,2022-01-15 22:23:45.967000+00:00,-44830,-20124,0.0,1.9,mR,Divinopolis/MG,jroberto,M,,,,,
usp2022bapr,2022-01-15 13:26:51.899000+00:00,-44825,-20129,0.0,1.9,mR,Divinopolis/MG,jroberto,M,,,,,
usp2022bapn,2022-01-15 13:23:06.669000+00:00,-44825,-20131,0.0,2.4,mR,Divinopolis/MG,marcelo,M,,,,,
usp2022bamc,2022-01-15 11:38:36.728000+00:00,-44843,-20133,0.0,2.1,mR,Divinopolis/MG,jroberto,M,,,,,
usp2022bahz,2022-01-15 09:34:22.845000+00:00,-44839,-20128,0.0,1.8,mR,Divinopolis/MG,jroberto,M,,,,,
usp2022baek,2022-01-15 07:45:57+00:00,-44815,-20116,0.0,2.4,mR,Divinopolis/MG,marcelo,M,,,,,
usp2022baee,2022-01-15 07:39:00.941000+00:00,-44831,-20129,0.0,1.6,mR,Divinopolis/MG,jroberto,M,,,,,
usp2022babz,2022-01-15 06:32:06.921000+00:00,-48676,-21089,0.0,2.0,mR,Pirangi/SP,jroberto,M,,,,,
usp2022aztg,2022-01-15 02:07:50.012000+00:00,-44839,-20122,0.0,1.9,MLv,Divinopolis/MG,bruno,M,,,,,
usp2022azjg,2022-01-14 21:04:19+00:00,-44835,-20153,0.0,2.2,mR,Divinopolis/MG,mbianchi,M,,,,,
usp2022ayqm,2022-01-14 11:35:23.851000+00:00,-44686,-19073,0.0,2.8,mR,Curvelo/MG,bruno,M,,,,,
usp2022axzq,2022-01-14 03:04:57.946000+00:00,-44833,-20124,0.0,1.6,mR,Divinopolis/MG,jroberto,M,,,,,
usp2022axzg,2022-01-14 02:52:38.853000+00:00,-44835,-20127,0.0,2.0,mR,Divinopolis/MG,jroberto,M,,,,,
usp2022axqp,2022-01-13 22:30:33.710000+00:00,-44858,-20130,0.0,1.8,mR,Divinopolis/MG,bruno,M,,,,,
usp2022axis,2022-01-13 18:32:07.841000+00:00,-44831,-20132,0.0,2.9,mR,Divinopolis/MG,bruno,M,,,,,
usp2022axin,2022-01-13 18:25:53.609000+00:00,-44829,-20134,0.0,2.8,mR,Divinopolis/MG,marcelo,M,,,,,
usp2022aukc,2022-01-12 03:48:49.498000+00:00,-45683,-18756,0.0,2.8,mR,Biquinhas/MG,jroberto,M,,,,,
usp2022asfm,2022-01-10 23:13:36.609000+00:00,-44827,-20125,0.0,3.0,mR,Divinopolis/MG,marcelo,M,,,,,
usp2022ahsg,2022-01-05 05:10:05.778000+00:00,-58606,-14134,0.0,2.3,mR,Campos de Julio/MT,jroberto,M,,,,,
usp2021znwb,2021-12-30 08:17:55.761000+00:00,-42334,-23869,0.0,2.8,mR,Saquarema/RJ,jroberto,M,,,,,
usp2021zdmr,2021-12-24 16:12:03.204000+00:00,-56790,-11590,0.0,2.0,MLv,Novo Horizonte do Norte/MT,jroberto,M,,,,,
usp2021zbwz,2021-12-23 19:08:11.433000+00:00,-50205,-27599,0.0,1.9,mR,Palmeira/SC,bruno,M,,,,,
usp2021yzbb,2021-12-22 05:48:11.796000+00:00,-40215,-5927,0.0,1.7,mR,Taua/CE,jroberto,M,,,,,
usp2021yecj,2021-12-10 18:36:09.750000+00:00,-40581,-3821,0.0,2.5,mR,Carire/CE,jroberto,M,,,,,
usp2021ydxv,2021-12-10 16:18:56.443000+00:00,-49125,-20346,0.0,2.7,mR,Icem/SP,jroberto,M,,,,,
usp2021ycwc,2021-12-10 02:17:13.003000+00:00,-39093,-17134,0.0,3.1,mR,Plataforma Continental/BA,jroberto,M,,,,,
usp2021ybaf,2021-12-09 02:06:20+00:00,-40483,-11222,0.0,1.3,MLv,Jacobina/BA,jroberto,M,,,,,
usp2021yalz,2021-12-08 18:54:21.471000+00:00,-49364,-26703,0.0,2.3,mR,Benedito Novo/SC,bruno,M,,,,,
usp2021xyjj,2021-12-07 15:19:14.598000+00:00,-40911,-3676,0.0,2.7,mR,Tiangua/CE,jroberto,M,,,,,
usp2021xyir,2021-12-07 14:57:59.062000+00:00,-40516,-3799,0.0,1.6,mR,Carire/CE,marcelo,M,,,,,
usp2021xvdy,2021-12-05 21:09:50.775000+00:00,-40428,-11227,0.0,2.3,mR,Jacobina/BA,jroberto,M,,,,,
usp2021xejh,2021-11-26 16:33:43.527000+00:00,-56783,-11577,0.0,1.9,MLv,Novo Horizonte do Norte/MT,jroberto,M,,,,,
usp2021xcla,2021-11-25 15:09:34.031000+00:00,-40529,-3805,0.0,2.5,mR,Carire/CE,jroberto,M,,,,,
usp2021xbvt,2021-11-25 07:27:27.883000+00:00,-60621,-15080,0.0,3.1,mR,Central Bolivia,jroberto,M,,,,,
usp2021wfwp,2021-11-13 06:53:14.642000+00:00,-37303,-12654,0.0,2.1,mR,Plataforma Continental/BA,jroberto,M,,,,,
usp2021vyjt,2021-11-09 04:26:15.551000+00:00,-59455,2610,0.0,3.7,mR,Guyana,jroberto,M,,,,,
usp2021vrfd,2021-11-05 06:09:38.368000+00:00,-35544,-5040,0.0,2.3,mR,Plataforma Continental/RN,jroberto,M,,,,,
usp2021vqoe,2021-11-04 21:35:51.092000+00:00,-39829,-9964,0.0,2.0,mR,Uaua/BA,cleusa,M,,,,,
usp2021vqbm,2021-11-04 15:10:09.716000+00:00,-37359,-6999,0.0,1.6,mR,Patos/PB,cleusa,M,,,,,
usp2021vpcf,2021-11-04 02:24:12.620000+00:00,-61373,1807,0.0,3.8,mR,Caracarai/RR,jroberto,M,,,,,
usp2021viug,2021-10-31 15:36:36.111000+00:00,-50070,-6413,0.0,2.3,MLv,Canaa dos Carajas/PA,jroberto,M,,,,,
usp2021uqtb,2021-10-21 18:30:58.167000+00:00,-35079,-8393,0.0,2.2,mR,Ipojuca/PE,jroberto,M,,,,,
usp2021uqmf,2021-10-21 15:03:11.919000+00:00,-47258,-20016,0.0,3.1,mR,Sacramento/MG,cleusa,M,,,,,
usp2021upqu,2021-10-21 04:14:24.770000+00:00,-57814,-13010,0.0,2.2,mR,Campo Novo do Parecis/MT,jroberto,M,,,,,
usp2021uafp,2021-10-12 17:32:16.490000+00:00,-35737,-5427,0.0,2.4,mR,Joao Camara/RN,jroberto,M,,,,,
usp2021tzfy,2021-10-12 04:34:34.519000+00:00,-71313,-9599,603.0,4.3,mb,Peru-Brazil Border Region,jroberto,M,,,,,
usp2021thpi,2021-10-02 12:52:33.732000+00:00,-71198,-9569,596.0,5.6,mb,Peru-Brazil Border Region,cleusa,M,,,,,
usp2021tfna,2021-10-01 09:26:37.893000+00:00,-40612,-11134,0.0,2.5,mR,Jacobina/BA,jroberto,M,,,,,
usp2021tcrn,2021-09-29 20:18:12.704000+00:00,-56673,-11687,0.0,2.2,MLv,Novo Horizonte do Norte/MT,jroberto,M,,,,,
usp2021taxn,2021-09-28 21:03:18.097000+00:00,-59275,-15249,0.0,2.7,mR,Pontes e Lacerda/MT,cleusa,M,,,,,
usp2021tanb,2021-09-28 15:46:43.936000+00:00,-36106,-7897,0.0,2.1,mR,Taquaritinga do Norte/PE,jroberto,M,,,,,
usp2021szdq,2021-09-27 21:52:31.489000+00:00,-72667,-6805,10.0,4.3,mb,Peru-Brazil Border Region,cleusa,M,,,,,
usp2021svht,2021-09-25 19:25:34.717000+00:00,-47444,-23630,0.0,2.4,mR,Votorantim/SP,jroberto,M,,,,,
usp2021srsh,2021-09-23 20:12:18.747000+00:00,-35636,-7793,0.0,1.6,mR,Bom Jardim/PE,marcelo,M,,,,,
usp2021srpx,2021-09-23 18:59:29.883000+00:00,-40546,-3947,0.0,2.5,mR,Carire/CE,jroberto,M,,,,,
usp2021srke,2021-09-23 16:06:19.041000+00:00,-35698,-8274,0.0,2.6,mR,Reg. de Sairé/PE,jroberto,M,,,,,
usp2021sqwe,2021-09-23 09:01:06.446000+00:00,-44731,-2823,0.0,3.1,mR,Reg. de Copiapó/MA,jroberto,M,,,,,
usp2021sooj,2021-09-22 02:48:09.879000+00:00,-35862,-8294,0.0,1.8,mR,Bezerros/PE,jroberto,M,,,,,
usp2021smue,2021-09-21 03:27:45.744000+00:00,-35147,-8112,0.0,1.8,mR,Reg. de Moreno/PE,jroberto,M,,,,,
usp2021skgp,2021-09-19 18:20:11+00:00,-49780,-7562,0.0,3.4,mR,Floresta do Araguaia/PA,marcelo,M,,,,,
usp2021sjyt,2021-09-19 14:22:05.940000+00:00,-58915,-15163,0.0,2.8,mR,Jauru/MT,cleusa,M,,,,,
usp2021sjms,2021-09-19 08:17:02.646000+00:00,-44150,-19448,0.0,2.5,mR,Reg. de Funilândia/MG,jroberto,M,,,,,
usp2021siep,2021-09-18 15:03:50.462000+00:00,-40133,-3936,0.0,2.0,MLv,Forquilha/CE,jroberto,M,,,,,
usp2021sidp,2021-09-18 14:33:09.910000+00:00,-35259,-6801,0.0,2.0,mR,Itapororoca/PB,jroberto,M,,,,,
usp2021sezy,2021-09-16 21:17:53.988000+00:00,-57146,-12421,0.0,2.5,mR,Nova Maringa/MT,jroberto,M,,,,,
usp2021sdxg,2021-09-16 06:48:25.179000+00:00,-59582,2720,0.0,3.0,mR,Guyana,jroberto,M,,,,,
usp2021scxb,2021-09-15 17:34:27.802000+00:00,-42716,-5339,0.0,2.4,mR,Demerval Lobao/PI,jroberto,M,,,,,
usp2021scgk,2021-09-15 09:09:58.509000+00:00,-49869,-21915,0.0,3.6,mR,Guaimbê/SP,marcelo,M,,,,,
usp2021sbzm,2021-09-15 05:39:19.995000+00:00,-50241,-8115,0.0,2.9,mR,Redencao/PA,jroberto,M,,,,,
usp2021rtyl,2021-09-10 20:02:07.265000+00:00,-39355,-11222,0.0,2.3,mR,Santaluz/BA,jroberto,M,,,,,
usp2021rsfq,2021-09-09 21:23:45.746000+00:00,-35904,-8501,0.0,2.4,mR,Agrestina/PE,jroberto,M,,,,,
usp2021rqrs,2021-09-09 01:14:23.282000+00:00,-72849,-7002,16.0,4.8,mb,WNW-Ipixuna-AM//SW-AtalaiadoNorte/AM,jroberto,M,,,,,
usp2021rmhc,2021-09-06 15:19:04.329000+00:00,-37390,-10831,0.0,2.1,mR,Areia Branca/SE,jroberto,M,,,,,
usp2021rlpy,2021-09-06 06:38:26.567000+00:00,-36869,-10068,0.0,2.1,mR,Olho d'Agua Grande/AL,jroberto,M,,,,,
usp2021rgww,2021-09-03 16:29:06.750000+00:00,-61784,-14656,11.4,4.0,mb,Central Bolivia,jroberto,M,,,,,
usp2021reyf,2021-09-02 14:53:12.016000+00:00,-39357,-3133,0.0,2.0,MLv,Trairi/CE,jroberto,M,,,,,
usp2021reil,2021-09-02 06:54:55+00:00,-52126,-27233,0.0,0.9,MLv,Arabuta/SC,jroberto,M,,,,,
usp2021rdqw,2021-09-01 22:02:11.855000+00:00,-37005,-10101,0.0,2.3,mR,Canhoba/SE,jroberto,M,,,,,
usp2021rdoy,2021-09-01 21:03:53.167000+00:00,-59325,-15432,0.0,2.9,mR,Pontes e Lacerda/MT,jroberto,M,,,,,
usp2021qyjy,2021-08-30 00:52:13.192000+00:00,-37322,-10423,0.0,1.8,mR,Sao Miguel do Aleixo/SE,jroberto,M,,,,,
usp2021qsil,2021-08-26 17:16:48.296000+00:00,-39286,-3094,0.0,2.6,mR,Trairi/CE,jroberto,M,,,,,
usp2021qraz,2021-08-26 00:22:17.017000+00:00,-56485,260,0.0,3.4,mR,Oriximina/PA,jroberto,M,,,,,
usp2021qpkd,2021-08-25 02:44:02.273000+00:00,-39723,-10707,0.0,1.8,mR,Itiuba/BA,jroberto,M,,,,,
usp2021qkiz,2021-08-22 08:28:10.896000+00:00,-74186,-8328,159.9,5.0,mb,Peru-Brazil Border Region,cleusa,M,,,,,
usp2021qjwt,2021-08-22 02:17:51.987000+00:00,-70257,-8358,0.0,4.2,mb,Feijó/AC,jroberto,M,,,,,
usp2021qdqj,2021-08-18 16:14:55.746000+00:00,-39843,-9997,0.0,2.5,mR,Jaguarari/BA,jroberto,M,,,,,
usp2021qatf,2021-08-17 02:16:53.870000+00:00,-40538,-16380,0.0,2.6,mR,Rubim/MG,jroberto,M,,,,,
usp2021pyvv,2021-08-16 01:19:32.640000+00:00,-43819,-20544,0.0,2.1,mR,Congonhas/MG,jroberto,M,,,,,
usp2021pvkc,2021-08-14 03:59:49.474000+00:00,-44657,-17781,0.0,2.9,mR,Lassance/MG,jroberto,M,,,,,
usp2021pvdb,2021-08-14 00:25:53.818000+00:00,-59494,2425,0.0,3.7,mR,Guyana,jroberto,M,,,,,
usp2021pqtn,2021-08-11 15:04:00.425000+00:00,-39573,-2758,0.0,1.9,MLv,Margem Cont.Itarema/CE,jroberto,M,,,,,
usp2021pqan,2021-08-11 05:28:12.248000+00:00,-35005,-4877,0.0,2.2,mR,Plataf.Cont./frenteaRiodoFogo/RN,jroberto,M,,,,,
usp2021pnjr,2021-08-09 18:41:01+00:00,-59608,2815,0.0,3.9,mR,Guyana,jroberto,M,,,,,
usp2021pngi,2021-08-09 17:00:10.156000+00:00,-35788,-8263,0.0,1.9,mR,Bezerros/PE,jroberto,M,,,,,
usp2021pmfy,2021-08-09 03:40:19.644000+00:00,-36376,-9412,0.0,1.7,mR,Mar Vermelho/AL,jroberto,M,,,,,
usp2021pjcg,2021-08-07 10:24:24.970000+00:00,-37351,-9782,0.0,2.1,mR,Pão de Açúcar/AL,jroberto,M,,,,,
usp2021pgao,2021-08-05 18:07:40.477000+00:00,-38639,-7095,0.0,1.7,mR,Barro/PB,jroberto,M,,,,,
usp2021pbrp,2021-08-03 09:04:19.956000+00:00,-40119,-3838,0.0,2.7,mR,Forquilha/CE,jroberto,M,,,,,
usp2021pbnb,2021-08-03 06:45:59.009000+00:00,-36850,-9931,0.0,2.1,MLv,Canhoba/SE,jroberto,M,,,,,
usp2021pbfn,2021-08-03 02:57:50.810000+00:00,-35258,-8181,0.0,2.0,mR,Vitória de Santo Antão/PE,jroberto,M,,,,,
usp2021ozmb,2021-08-02 03:59:50.715000+00:00,-39955,-9824,0.0,3.1,mR,Uaua/BA,jroberto,M,,,,,
usp2021otse,2021-07-30 00:16:29.424000+00:00,-45486,-19524,0.0,2.3,mR,Dores do Indaiá/MG,jroberto,M,,,,,
usp2021ostk,2021-07-29 11:45:39.782000+00:00,-47280,-20021,0.0,2.8,mR,Sacramento/MG,jroberto,M,,,,,
usp2021omcf,2021-07-25 20:15:20.822000+00:00,-35274,-5048,0.0,2.3,mR,Plataf. Cont. em frente/RN,jroberto,M,,,,,
usp2021olya,2021-07-25 18:07:34.017000+00:00,-35264,-5073,0.0,2.3,mR,Rio do Fogo/RN,jroberto,M,,,,,
usp2021olwj,2021-07-25 17:17:16.583000+00:00,-39753,-9625,0.0,1.9,mR,Rg.de Uauá/Jaguarari/BA,jroberto,M,,,,,
usp2021oltl,2021-07-25 15:49:32.834000+00:00,-35240,-5107,0.0,2.4,mR,Plataf. Cont. em frente/RN,jroberto,M,,,,,
usp2021okxy,2021-07-25 04:57:45.703000+00:00,-35214,-5118,0.0,2.7,mR,Plataf. Cont. em frente/RN,jroberto,M,,,,,
usp2021okww,2021-07-25 04:24:55.061000+00:00,-35195,-5151,0.0,1.5,mR,Plataf. Cont. em frente/RN,jroberto,M,,,,,
usp2021okvv,2021-07-25 03:53:22.196000+00:00,-35234,-5102,0.0,2.0,mR,Plataf. Cont. em frente/RN,jroberto,M,,,,,
usp2021okuy,2021-07-25 03:26:59.534000+00:00,-35269,-5091,0.0,3.5,mR,Plataf. Cont. em frente/RN,jroberto,M,,,,,
usp2021okuh,2021-07-25 03:06:32.166000+00:00,-35234,-5193,0.0,3.1,mR,Rio do Fogo/RN,jroberto,M,,,,,
usp2021nzyi,2021-07-19 04:39:33.328000+00:00,-35257,-5048,0.0,1.9,mR,Plataf. Cont. em frente/RN,jroberto,M,,,,,
usp2021nqkc,2021-07-13 23:14:30.547000+00:00,-40787,-19179,0.0,1.4,MLv,Pancas/ES,jroberto,M,,,,,
usp2021nnsf,2021-07-12 11:56:13.061000+00:00,-35241,-5007,0.0,1.9,mR,Plataf. Cont. em frente/RN,jroberto,M,,,,,
usp2021ngou,2021-07-08 14:15:42.643000+00:00,-37530,-5714,0.0,1.6,mR,Caraúbas/RN,jroberto,M,,,,,
